年级,院系名称,院系号,专业名称,修读类型,方案名称,方案计划号,课程总门数,课程总学分,要求总学分,课程总学时,学制类型,学科目录,主要课程
2019,高分子科学与工程学院,300,高分子材料与工程（卓越工程师班）,主修,高分子材料与工程（卓越工程师）培养方案,5441,93,209,175,3974,本科（四年制）,工学,近代化学基础、高分子化学、高分子物理、材料科学与工程基础、化工原理、聚合物合成原理及工艺学、高分子材料成型加工基础、高分子材料及应用、聚合物共混改性原理、聚合物过程与设备、高分子材料成型模具
2019,材料科学与工程学院,301,新能源材料与器件,主修,新能源材料与器件培养方案,5329,80,184,175,3400,本科（四年制）,工学,
2019,材料科学与工程学院,301,材料科学与工程,主修,材料科学与工程培养方案,5524,100,213,175,3856,本科（四年制）,工学,
2019,材料科学与工程学院,301,生物医学工程（生物材料与人工器官方向）,主修,生物医学工程（生物材料与人工器官）培养方案,5453,91,194,175,3530,本科（四年制）,工学,解剖学、生理学、生物化学、生物医学工程概论、生物医学工程伦理及政策法规、生物医学统计学、生物医学工程产品设计、细胞生物学、材料科学基础、材料生物学、生物材料制备与应用、生物材料评价、植入器械与人工器官、无机材料物理化学、高分子化学与物理、组织工程基础、药物缓释系统
2019,材料科学与工程学院,301,生物医学工程（生物医学图像仪器、生物力学方向）,主修,生物医学工程（生物医学图像仪器、生物力学）培养方案,5484,88,193,175,3568,本科（四年制）,工学,解剖学、生理学、生物化学、生物医学工程概论、生物医学工程伦理及政策法规、生物医学统计学、生物医学工程产品设计、电路分析、模拟/数字电子技术、C/C++编程实践、信号与系统、数字信号处理、微机系统与接口技术、生物医学传感器及检测技术、生物医学图像处理、医学成像原理及系统、生物医学仪器及应用、生物系统建模与仿真
2019,材料科学与工程学院,301,材料类,主修,材料类培养方案,5523,33,70,175,1270,本科（四年制）,工学,
2019,机械工程学院,302,机械类,主修,机械类培养方案,5431,28,65,170,1260,本科（四年制）,工学,
2019,机械工程学院,302,机械设计制造及其自动化,主修,机械设计制造及其自动化培养方案,5454,105,226,170,4020,本科（四年制）,工学,理论力学、材料力学、电工技术基础、机械制图、机械原理、机械设计、机械制造基础、公差配合与技术测量、微机原理及接口技术、控制工程基础、机械制造工程学、液气压传动与控制、工业企业管理
2019,机械工程学院,302,机械设计制造及其自动化（卓越工程师班）,主修,机械设计制造及其自动化（卓越工程师）培养方案,5455,87,194,170,3556,本科（四年制）,工学,理论力学、材料力学、电工技术基础、机械制图、机械原理、机械设计、机械制造基础、公差配合与技术测量、微机原理及接口技术、控制工程基础、机械制造工程学、液气压传动与控制、工业企业管理
2019,机械工程学院,302,材料成型及控制工程,主修,材料成型及控制工程培养方案,5456,85,188,175,3452,本科（四年制）,工学,理论力学、材料力学、机械设计基础、材料科学基础、传热与传质、工程材料学（双语）、材料分析方法、材料成型过程控制、铸造成形工艺、冲压成形工艺及模具设计、粉末冶金原理、铸造合金及熔炼、铸件形成理论（双语）、粉末冶金工艺及设备
2019,机械工程学院,302,材料成型及控制工程（卓越工程师班）,主修,材料成型及控制工程（卓越工程师）培养方案,5457,83,189,175,3494,本科（四年制）,工学,理论力学、材料力学、机械设计基础、材料科学基础、传热与传质、工程材料学（双语）、材料分析方法、材料成型过程控制、铸造成形工艺、冲压成形工艺及模具设计、粉末冶金原理、铸造合金及熔炼、铸件形成理论（双语）、粉末冶金工艺及设备
2019,机械工程学院,302,测控技术与仪器,主修,测控技术与仪器培养方案,5365,82,191,175,3436,本科（四年制）,,工程光学基础、自动控制原理、公差配合与技术测量、测控电路、传感器、单片机原理及应用、精密机械设计、测试技术、智能仪器原理及应用、误差理论与数据处理、测控仪器设计、信号分析与处理
2019,电气工程学院,303,电气工程及其自动化,主修,电气工程及其自动化培养方案,5459,88,196,170,3632,本科（四年制）,工学,电路原理、自动控制原理、模拟电子技术基础、数字电子技术基础、电磁场、信号与系统、微机原理与接口技术、电机学、电力系统分析理论、电力电子技术、发电厂电气部分、高电压技术、电力系统继电保护原理、电力市场理论、调度自动化及信息管理系统、电力系统安控与自动装置
2019,电气工程学院,303,电气工程及其自动化（卓越工程师班）,主修,电气工程及其自动化（卓越工程师）培养方案,5461,87,194,170,3584,本科（四年制）,工学,电路原理、自动控制原理、模拟电子技术基础、数字电子技术基础、电磁场、信号与系统、微机原理与接口技术、电机学、电力系统分析理论、电力电子技术、发电厂电气部分、高电压技术、电力系统继电保护原理、电力市场理论、调度自动化及信息管理系统、电力系统安控与自动装置
2019,电气工程学院,303,自动化,主修,自动化培养方案,5460,95,198.5,170,3990,本科（四年制）,工学,计算机基础及C语言程序设计，数据结构与算法，运筹学与最优化，模拟电子技术基础，数字电子技术基础，微机原理与接口技术，计算机网络与通信，信号与系统，电力电子技术，电机及电力拖动基础，自动控制原理，控制系统建模、分析、设计与仿真，计算机控制技术，过程控制及仪表，运动控制系统
2019,电气工程学院,303,自动化（卓越工程师班）,主修,自动化（卓越工程师）培养方案,5381,95,198.5,170,3974,本科（四年制）,工学,计算机基础及C语言程序设计，数据结构与算法，运筹学与最优化，模拟电子技术基础，数字电子技术基础，微机原理与接口技术，计算机网络与通信，信号与系统，电力电子技术，电机及电力拖动基础，自动控制原理，控制系统建模、分析、设计与仿真，计算机控制技术，过程控制及仪表，运动控制系统
2019,计算机学院,304,计算机科学与技术,主修,计算机科学与技术培养方案,5465,119,243,174,4292,本科（四年制）,工学,
2019,计算机学院,304,物联网工程,主修,物联网工程培养方案,5380,114,241,174,4263,本科（四年制）,工学,
2019,计算机学院,304,人工智能,主修,人工智能培养方案,5594,87,186,162,3364,本科（四年制）,工学,
2019,计算机学院,304,计算机类,主修,计算机类培养方案,5389,34,65,47,1200,本科（四年制）,工学,
2019,计算机学院,304,计算机科学与技术（卓越工程师班）,主修,计算机科学与技术（卓越工程师）培养方案,5382,108,225,53,4020,本科（四年制）,工学,
2019,计算机学院,304,计算机科学与技术（试验班）,主修,计算机科学与技术（试验班）培养方案,5383,97,199,53,3568,本科（四年制）,工学,
2019,计算机学院,304,计算金融交叉试验班,主修,计算金融（方向）培养方案,5340,138,300,195,5212,本科（四年制）,,
2019,计算机学院,304,计算机科学与技术（拔尖计划）,主修,计算机科学与技术（拔尖计划）培养方案,8331,98,200,157,3580,本科（四年制）,工学,
2019,建筑与环境学院,305,工程力学（力学-软件工程跨学科交叉专业实验班）,主修,工程力学（力学-软件工程跨学科交叉专业实验班）培养方案,5675,86,224,175,3908,本科（四年制）,工学,理论力学、材料力学、流体力学、实验力学、计算力学、弹性力学、断裂力学、生物医学工程基础、力学通用软件及应用、程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、操作系统和系统编程、软件工程导论、计算机网络和分布式系统、软件需求分析等17门课程。
2019,建筑与环境学院,305,建筑学,主修,建筑学培养方案,4621,103,266,224,4565,本科（五年制）,工学,建筑设计基础、建筑设计系列课、建筑设计原理、中国建筑史、外国建筑史、建筑构造、建筑物理、建筑结构、建筑结构选型。
2019,建筑与环境学院,305,土木工程,主修,土木工程培养方案,5349,119,251.5,175,4553,本科（四年制）,工学,理论力学、材料力学、结构力学、混凝土结构设计原理、钢结构设计原理、建筑结构设计、桥梁工程。
